car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,lat,lon,lat_rad,lon_rad
BBM1,BLK 188A BUKIT BATOK WEST AVE 6,18213.6562,36507.8169,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.346430292,103.7453823,0.023499642,1.810698505
BBM2,BLK 628A BUKIT BATOK CENTRAL,18714.471,36997.6927,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.350860688,103.7498822,0.023576967,1.810777043
BBM3,BLK 289H BUKIT BATOK STREET 25,19831.2917,36294.3127,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.344499931,103.7599178,0.023465951,1.810952197
BBM4,BLK 288H BUKIT BATOK STREET 25,19860.3631,36409.798,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.345544341,103.760179,0.023484179,1.810956756
BBM5,BLK 290H BUKIT BATOK STREET 24,19610.472,36154.6192,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.343236538,103.7579336,0.0234439,1.810917566
BBM6,BLK 291F BUKIT BATOK STREET 24,19289.8168,36112.2533,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.342853307,103.7550523,0.023437212,1.810867278
BBM7,BLK 154A BUKIT BATOK WEST AVE 8,18025.9428,36609.4062,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.347348962,103.7436955,0.023515676,1.810669065
BBM8,BLK 622A BUKIT BATOK CENTRAL,18561.8095,36898.4253,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.349962906,103.7485105,0.023561297,1.810753102
BBM9,BLK 395A BUKIT BATOK WEST AVE 5,18924.8161,38652.2819,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.365824182,103.7517718,0.023838129,1.810810023
BE10,BLKS 168-180 BISHAN STREET 13,30223.1994,36651.8815,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.347734669,103.8532954,0.023522407,1.812581944
BE11,BLK 181-186 BISHAN STREET 13,30186.0883,36883.6845,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.349831006,103.852962,0.023558995,1.812576125
BE12,BLK 187-197 BISHAN STREET 13,29964.3825,36904.2424,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.350016938,103.8509698,0.023562241,1.812541354
BE13,BLK 135A BISHAN STREET 12,30026.4687,36336.1338,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.344879187,103.8515276,0.02347257,1.81255109
BE14,BLK 167A BISHAN STREET 13,30460.9446,36576.481,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.347052758,103.8554317,0.023510506,1.812619229
BE15,BLK 152A BISHAN STREET 11,30394.9029,36366.7901,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.345156403,103.8548382,0.023477408,1.812608871
BE16,BISHAN PARK I,28193.9043,38482.8203,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.364293031,103.8350609,0.023811405,1.812263692
BE17,BISHAN PARK II,29598.0859,38339.9922,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.363001308,103.8476785,0.023788861,1.81248391
BE18,BLK 441-455 SIN MING/BRIGHT HILL DRIVE,27751.5586,37825.0781,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.358344673,103.8310862,0.023707587,1.81219432
BE19,BLK 503/504 BISHAN STREET 11,29656.3321,36775.0947,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.348848997,103.8482018,0.023541856,1.812493044
BE20,BLK 505 BISHAN STREET 11,29707.8648,36779.0905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.34888513,103.8486648,0.023542487,1.812501125
BE21,BLK 506/509 BISHAN STREET 11,29749.6768,36749.5862,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.348618303,103.8490405,0.02353783,1.812507682
BE22,BLK 511/513 BISHAN STREET 13,29818.0559,36839.3645,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.349430218,103.849655,0.023552,1.812518407
BE23,BLK 514 BISHAN STREET 13,29830.0702,36912.2681,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.350089528,103.8497629,0.023563507,1.81252029
BE24,BLK 201/206 BISHAN STREET 23,29576.3203,37491.2812,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.355325906,103.8474828,0.023654899,1.812480495
BE25,BLK 207A BISHAN STREET 23,29668.2541,37471.6058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.355147965,103.8483089,0.023651794,1.812494913
BE26,BLK 207/212/216/217 BISHAN STREET 23,29684.6992,37553.5273,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.355888829,103.8484567,0.023664724,1.812497493
BE27,BLK 212A BISHAN STREET 23,29704.1126,37637.6725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.356649804,103.8486311,0.023678006,1.812500536
BE28,"BLK 213-215,218-227 BISHAN STREET 23",29639.4805,37778.0547,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.357919368,103.8480504,0.023700164,1.812490401
BE29,BLK 228-231 BISHAN STREET 23,29400.2617,37725.7422,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.357446287,103.8459009,0.023691907,1.812452885
BE3,BLK 401-408 SIN MING AVE,28121.0801,38268.7852,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.362357383,103.8344066,0.023777622,1.812252272
BE3R,BLK 410A SIN MING AVE,28236.2993,38357.4652,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.363159369,103.8354419,0.023791619,1.812270341
BE3T,SIN MING AVE,27806.1664,38131.1417,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,1.36111259,103.8315769,0.023755896,1.812202884
BE30,BLK 231A BISHAN STREET 23,29460.8559,37726.9889,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.357457558,103.8464453,0.023692104,1.812462387
BE31,BLK 232-237 BISHAN STREET 22,29421.8945,37882.1133,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.358860443,103.8460952,0.023716589,1.812456277
BE32,BLK 237A BISHAN STREET 22,29486.1335,37915.7452,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.359164594,103.8466725,0.023721897,1.812466352
BE33,BLK 238-245 BISHAN STREET 22,29279.9809,38026.2842,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.360164274,103.8448201,0.023739345,1.812434022
BE34,BLK 246A BISHAN STREET 22,29146.6066,38113.6749,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.360954606,103.8436216,0.023753139,1.812413104
BE35,BLK 246-256 BISHAN STREET 22,29086.8281,38164.5,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.36141425,103.8430845,0.023761161,1.81240373
BE36,BLK 278-281 BISHAN STREET 24,29248.3008,37730.4375,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.357488756,103.8445354,0.023692648,1.812429053
BE37,BLK 282 BISHAN STREET 22,29235.553,37787.1371,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.358001525,103.8444208,0.023701598,1.812427053
BE38,BLK 283/284 BISHAN STREET 22,29251.7617,37885.625,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.35889221,103.8445665,0.023717143,1.812429596
BE39,BLK 263A BISHAN STREET 22,28962.9515,37918.5499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.35918998,103.8419713,0.02372234,1.812384301
BE4,BLK 101-116 BISHAN STREET 12,29675.9231,36514.1566,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.346489175,103.8483778,0.023500669,1.812496115
BE40,BLK 268A BISHAN STREET 24,29037.3835,37710.0917,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.357304765,103.8426402,0.023689437,1.812395975
BE42,BLK 290A BISHAN STREET 24,29249.7223,37516.6532,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.355555376,103.8445481,0.023658905,1.812429275
BE43,BLK 409 SIN MING AVENUE,28179.911,38247.7943,BASEMENT CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.36216755,103.8349352,0.023774309,1.812261498
BE44,BLK 448A BRIGHT HILL DRIVE,27807.78,37760.8412,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.35776374,103.8315914,0.023697448,1.812203138
BE45,BLK 275 BISHAN ST 24,29152.4171,37599.2039,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.356301935,103.8436738,0.023671934,1.812414015
BE5,BLK 117-134 BISHAN STREET 12,29963.414,36478.9779,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.346171016,103.8509611,0.023495117,1.812541203
BE6,BLK 135/138 BISHAN STREET 12,30066.0547,36320.9492,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.34474186,103.8518833,0.023470173,1.812557298
BE7,BLK 139-144 BISHAN STREET 12,30192.8737,36349.311,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,1.344998344,103.8530229,0.02347465,1.812577188
BE8,"BLK 145-150A, 151 BISHAN STREET 11",30447.9395,36286.4727,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.34443004,103.8553148,0.023464731,1.812617189
BE9,BLK 153-167 BISHAN STREET 13,30544.5318,36588.7709,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.347163896,103.8561828,0.023512446,1.812632338
BH1,BLK 1 THOMSON ROAD,29017.3398,34136.332,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.324985104,103.8424599,0.023125353,1.812392829
BH2,BLK 2 BALESTIER ROAD,29061.6602,34252.9453,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.326039707,103.8428582,0.023143759,1.81239978
BJMP,BLK 259B BANGKIT ROAD,21344.6326,39972.0102,MECHANISED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.377759914,103.7735152,0.024046447,1.811189517
BJ1,BLK 130-140 CASHEW ROAD,20878.08,39550.76,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.373950189,103.769323,0.023979955,1.811116349
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,21026.3461,40101.7077,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.378932772,103.7706552,0.024066917,1.8111396
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,21162.6537,40303.4372,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.380757163,103.7718799,0.024098759,1.811160975
BJ12,BLK 246-255 BANGKIT ROAD,21452.9618,40246.9897,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.380246741,103.7744886,0.02408985,1.811206506
BJ13,BLK 270-277 BANGKIT ROAD,21485.25,39887.66,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.376997117,103.7747788,0.024033133,1.811211571
BJ14,BLK 257 BANGKIT ROAD,21346.1751,40106.9685,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.378980422,103.7735291,0.024067749,1.811189759
BJ15,BLK 259A BANGKIT ROAD,21374.3071,39941.9395,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.377487973,103.7737819,0.024041701,1.811194171
BJ16,BLK 259A BANGKIT ROAD,21356.3257,39943.2707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.377500008,103.7736203,0.024041911,1.811191351
BJ17,BLK 401A FAJAR ROAD,20836.1138,40357.2456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.381243707,103.7689457,0.02410725,1.811109764
BJ18,BLK 401-408 FAJAR ROAD,20743.2768,40326.2581,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.380963445,103.7681115,0.024102359,1.811095204
BJ19,BLK 409-419 FAJAR ROAD,20773.5976,40665.0357,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.38402722,103.7683839,0.024155832,1.811099959
BJ2,BLK 141-151 GANGSA/PETIR ROAD,20581.8743,39791.6392,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.376128529,103.7666613,0.024017974,1.811069893
BJ20,BLK 420-426 FAJAR ROAD,20944.0066,40817.1308,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.385402748,103.7699151,0.024179839,1.811126683
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,21028.24,40876.34,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.385938232,103.770672,0.024189185,1.811139893
BJ22,BLK 256/257/260 BANGKIT ROAD,21343.2842,40030.3147,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.378287196,103.7735031,0.02405565,1.811189305
BJ23,BLK 258 BUKIT PANJANG RING ROAD,21281.85,39957.43,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.377628042,103.7729511,0.024044145,1.811179671
BJ24,BLK 436-441 FAJAR ROAD,21005.5592,40580.2986,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.383260948,103.7704683,0.024142458,1.811136338
BJ25,BLK 453A FAJAR ROAD,21145.4428,40760.7142,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.384892587,103.7717252,0.024170935,1.811158275
BJ26,BLK 449A BUKIT PANJANG RING ROAD,21253.8552,40640.1785,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.383802536,103.7726994,0.02415191,1.811175278
BJ27,BLK 442A FAJAR ROAD,21059.217,40510.9727,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.382634006,103.7709504,0.024131516,1.811144752
BJ28,BLK 170A LOMPANG ROAD,20457.7599,40100.1252,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.378918319,103.765546,0.024066665,1.811050428
BJ29,BLK 505A JELAPANG ROAD,20695.6095,40765.0345,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.384931549,103.7676831,0.024171615,1.811087727
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,20884.1354,39921.5746,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.377303687,103.7693773,0.024038484,1.811117297
BJ30,BLK 510A JELAPANG ROAD,20839.8705,40996.2639,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.387022729,103.7689793,0.024208113,1.81111035
BJ31,BLK 513A JELAPANG ROAD,20677.2932,41092.3435,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,1.387891593,103.7675184,0.024223278,1.811084853
BJ32,BLK 518A JELAPANG ROAD,20602.6396,40944.0938,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.386550865,103.7668476,0.024199878,1.811073145
BJ33,BLK 234A BUKIT PANJANG RING ROAD,21177.2481,40121.6311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.379112986,103.7720111,0.024070062,1.811163265
BJ34,BLK 517A JELAPANG ROAD,20562.8579,41081.058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.387789503,103.7664901,0.024221496,1.811066905
BJ35,BLK 521A JELAPANG ROAD,20494.0826,40995.7262,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.387017779,103.7658722,0.024208027,1.811056121
BJ36,BLK 525A JELAPANG ROAD,20429.947,40911.5317,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.386256342,103.7652959,0.024194737,1.811046063
BJ37,BLK 529A JELAPANG ROAD,20359.2531,40813.4447,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.385369265,103.7646607,0.024179255,1.811034976
BJ38,BLK 533A BUKIT PANJANG RING ROAD,20221.922,40787.0081,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.385130146,103.7634266,0.024175082,1.811013437
BJ39,BLK 537A BUKIT PANJANG RING ROAD,20158.8662,40686.9514,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.384225258,103.7628601,0.024159288,1.81100355
BJ4,BLK 219/233 PETIR ROAD,21215.4557,39716.9497,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375453221,103.7723545,0.024006187,1.811169259
BJ40,BLK 541A BUKIT PANJANG RING ROAD,20163.4889,40531.4817,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.382819254,103.7629016,0.024134749,1.811004274
BJ41,BLK 152A GANGSA ROAD,20447.5641,39722.7569,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.375505551,103.7654545,0.024007101,1.811048831
BJ42,BLK 163A GANGSA ROAD,20317.5802,39878.586,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.376914772,103.7642864,0.024031696,1.811028444
BJ43,BLK 603A SENJA ROAD,20027.2654,40409.2626,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.381713918,103.7616776,0.024115457,1.810982912
BJ44,BLK 177A LOMPANG ROAD,20395.5322,40290.7701,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.380642418,103.7649868,0.024096756,1.811040668
BJ45,BLK 180A LOMPANG ROAD,20397.9729,40073.9347,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.378681447,103.7650088,0.024062531,1.811041052
BJ48,BLK 651A SENJA LINK,20352.8446,41013.5834,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.387179236,103.764603,0.024210845,1.811033969
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,20006.0358,40760.5616,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.384890917,103.7614868,0.024170906,1.810979581
BJ5,BLK 225A PETIR ROAD MSCP,21297.0894,39664.6547,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.374980305,103.7730881,0.023997933,1.811182062
BJ50,BLK 468A SEGAR ROAD,21354.2445,41123.9328,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.388177437,103.7736013,0.024228267,1.811191019
BJ51,BLK 181A JELEBU ROAD,20226.0907,40152.4974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.379391891,103.7634643,0.02407493,1.811014095
BJ52,BLK 185A JELEBU ROAD,20134.1254,40120.981,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.379106845,103.7626379,0.024069955,1.810999672
BJ53,BLK 480A SEGAR ROAD,21167.1127,41292.1759,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.389698916,103.7719198,0.024254822,1.811161672
BJ54,BLK 476A SEGAR ROAD,21339.9028,41208.3459,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.388940831,103.7734725,0.024241591,1.811188771
BJ55,BLK 625A SENJA ROAD,19927.0486,40913.764,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.386276395,103.760777,0.024195087,1.810967193
BJ56,BLK 629A SENJA ROAD,19723.7125,40870.4549,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.385884668,103.7589498,0.024188251,1.810935302
BJ57,BLK 628 SENJA RD,19859.549,40799.6812,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.385244658,103.7601704,0.02417708,1.810956606
BJ58,BLK 455A SEGAR ROAD,21095.0855,41051.008,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,1.387517874,103.7712726,0.024216755,1.811150376
BJ59,BLK 488A SEGAR ROAD,21094.1509,41302.4805,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.389792089,103.7712642,0.024256448,1.811150229
BJ6,BLK 217A PETIR ROAD MSCP,21444.1655,39573.4179,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.374155229,103.7744097,0.023983533,1.811205129
BJ60,BLK 547 SEGAR ROAD,20895.1673,41132.5704,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.388255443,103.7694762,0.024229628,1.811119023
BJ61,BLK 548 SEGAR ROAD,20710.0446,41211.9307,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.3889731,103.7678127,0.024242154,1.811089989
BJ62,BLK 454 FAJAR ROAD,21108.8428,40690.9971,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.384262085,103.7713963,0.024159931,1.811152535
BJ63,BLK 443 FAJAR ROAD,20985.8418,40364.4597,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.381308984,103.7702911,0.02410839,1.811133245
BJ65,BLK 632 SENJA ROAD,19702.7354,40739.1965,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.384697615,103.7587614,0.024167533,1.810932014
BJ66,BLK 634 SENJA ROAD,19584.9139,40909.9744,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.386242027,103.7577026,0.024194488,1.810913535
BJ67,BLK 636 SENJA ROAD,19616.1105,41031.7585,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.387343401,103.7579829,0.02421371,1.810918427
BJ8,BLK 201/218 PETIR ROAD,21366.38,39623.29,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.374606235,103.7737107,0.023991405,1.811192929
BKE1,BLK 668 CHANDER ROAD,30034.1445,32237.498,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,1.307812751,103.8515963,0.022825639,1.812552289
BKE2,BLK 681/682 RACE COURSE ROAD,30466.3496,32935.1367,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,1.314121888,103.85548,0.022935754,1.812620072
BKE3,BLK 682/683 RACE COURSE ROAD,30502.0605,32966.8867,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,1.314409019,103.8558008,0.022940765,1.812625671
BKE4,BLK 684/685 RACE COURSE ROAD,30617.8164,32970.7734,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,1.314444159,103.856841,0.022941378,1.812643826
BKE7,BLK 678 PERUMAL ROAD,30448.8503,32772.7373,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1.312653213,103.8553227,0.022910121,1.812617327
